drug_a,drug_b,cell_line,synergy
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-000367,-5.36
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000019,3.59
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-001190,2.29
O=c1ncnc2[nH][nH]cc1-2,COc1c2occc2cc2ccc(=O)oc12,ACH-000551,-5.91
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,NCCCNCCSP(=O)(O)O,ACH-000433,3.07
CN(C)NN=C1N=CN=C1C(N)=O,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-000019,1.35
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000750,-4.03
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000552,-0.3
NC(=O)NO,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000768,-3.17
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,NCCCNCCSP(=O)(O)O,ACH-000019,3.39
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000046,-0.51
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,S=c1nc[nH]c2nc[nH]c12,ACH-000811,-16.64
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,COc1c2occc2cc2ccc(=O)oc12,ACH-000681,-0.43
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,O=c1ncnc2[nH][nH]cc1-2,ACH-000367,-1.6
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000002,5.74
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,S=c1nc[nH]c2nc[nH]c12,ACH-000019,-3.8
CC(C)Cn1cnc2c(N)nc3ccccc3c21,O=NN(CCCl)C(=O)NCCCl,ACH-001190,2.09
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,O=c1ncnc2[nH][nH]cc1-2,ACH-000463,-0.68
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,ACH-000649,-0.06
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,O=c1ncnc2[nH][nH]cc1-2,ACH-000615,-3.25
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ACH-000090,12.15
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,ACH-000768,0.43
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,ACH-000288,3.09
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,NCCCNCCSP(=O)(O)O,ACH-000900,-0.12
COc1c2occc2cc2ccc(=O)oc12,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000425,2.11
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ACH-000552,5.31
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,ACH-000147,-1.92
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000615,-4.22
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000971,-5.8
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,NCCCNCCSP(=O)(O)O,ACH-000551,13.33
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000232,14.29
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,S=c1nc[nH]c2nc[nH]c12,ACH-000811,0.32
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000969,2.09
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000696,9.7
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000651,-3.83
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,COc1c2occc2cc2ccc(=O)oc12,ACH-000090,1.27
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000681,0.13
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,ACH-000019,1.28
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000817,-4.83
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000811,-5.03
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,COc1c2occc2cc2ccc(=O)oc12,ACH-000681,1.92
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,S=c1nc[nH]c2nc[nH]c12,ACH-000750,4.87
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000232,0.41
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000966,0.65
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000288,-0.01
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,O=NN(CCCl)C(=O)NCCCl,ACH-000849,-2.32
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,NCCCNCCSP(=O)(O)O,ACH-000551,0.61
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000555,-6.19
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000579,-9.48
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000900,-4.15
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000817,1.22
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000433,-1.41
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,NCCCNCCSP(=O)(O)O,ACH-000019,-4.65
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,S=c1nc[nH]c2nc[nH]c12,ACH-000849,-0.38
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-000997,-12.72
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000768,0.11
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000002,5.06
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000090,3.33
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,O=c1ncnc2[nH][nH]cc1-2,ACH-000046,-2.01
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,ACH-000343,-4.61
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-000681,-2.63
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000147,3.97
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000090,3.85
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000046,0.78
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-000376,2.44
CC(C)Cn1cnc2c(N)nc3ccccc3c21,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000817,-4.37
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000615,-4.77
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000837,-1.5
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,O=c1ncnc2[nH][nH]cc1-2,ACH-000147,-3.3
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000837,-2.91
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000019,-2.51
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,ACH-000019,-1.59
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000579,-2.73
CC(C)Cn1cnc2c(N)nc3ccccc3c21,O=NN(CCCl)C(=O)NCCCl,ACH-000477,-2.6
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000367,3.23
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000811,-13.14
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000768,1.35
O=NN(CCCl)C(=O)NC1CCCCC1,NCCCNCCSP(=O)(O)O,ACH-000651,-9.84
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,ACH-000147,-4.3
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000463,0.78
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,ACH-000651,-2.62
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000817,10.43
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000552,7.13
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,NC(=O)NO,ACH-000425,-1.78
CC(C)Cn1cnc2c(N)nc3ccccc3c21,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000463,-0.86
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,ACH-000147,10.48
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,ACH-000997,-3.27
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ACH-000555,-0.88
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000811,4.41
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,ACH-000817,0.66
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,O=NN(CCCl)C(=O)NCCCl,ACH-000849,-4.12
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,S=c1nc[nH]c2nc[nH]c12,ACH-000615,-4.42
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000971,-0.39
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,ACH-000997,3.94
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000696,-0.73
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,ACH-000046,2.77
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000433,4.55
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000367,-8.27
O=c1[nH]cc(F)c(=O)[nH]1,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,ACH-000433,-2.54
O=c1ncnc2[nH][nH]cc1-2,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,ACH-000367,-1.12
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ACH-000367,-1.9
O=c1ncnc2[nH][nH]cc1-2,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000288,0.92
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000837,-4.02
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,CC(C)Cn1cnc2c(N)nc3ccccc3c21,ACH-000555,2.51
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,ACH-000046,-2.17
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,COc1c2occc2cc2ccc(=O)oc12,ACH-000837,-8.3
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,ACH-000617,1.33
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,ACH-000997,6.69
O=c1ncnc2[nH][nH]cc1-2,COc1c2occc2cc2ccc(=O)oc12,ACH-000966,-0.02
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ACH-000552,1.27
CC(C)Cn1cnc2c(N)nc3ccccc3c21,O=NN(CCCl)C(=O)NCCCl,ACH-000837,-1.25
O=c1ncnc2[nH][nH]cc1-2,COc1c2occc2cc2ccc(=O)oc12,ACH-000343,0.09
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,O=NN(CCCl)C(=O)NCCCl,ACH-000343,-1.68
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ACH-000617,-0.22
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-000617,-3.66
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ACH-000837,1.58
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ACH-000232,0.34
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ACH-000817,6.06
NC(=O)NO,S=c1nc[nH]c2nc[nH]c12,ACH-000768,3.28
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,ACH-000615,8.24
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,ACH-000552,8.73
