name,ID,isosmiles
266,267,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
267,268,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C
268,269,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
269,270,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
270,271,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
271,272,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
272,273,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O
273,274,CNCC(O)c1ccc(O)c(O)c1
274,275,CNCC(O)c1cccc(O)c1
275,276,CNCCC(Oc1cccc2ccccc12)c1cccs1
276,277,CNCCCC12CCC(c3ccccc31)c1ccccc12
277,278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
278,279,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
279,280,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
280,281,COC(=O)C1=CCCN(C)C1
281,282,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13
282,283,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
283,284,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
284,285,COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O
285,286,COC1=CC(C)=CC(C)C(O)C(C)CC(C)=CC=CC(OC)C(C(C)C(O)C(C)C2(O)CC(O)C(C)C(C(C)C)O2)OC1=O
286,287,COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
287,288,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)NC2(CCN(CC(C)C)CC2)N=5)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
288,289,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
289,290,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C
290,291,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
291,292,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
292,293,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
293,294,COCC(NC(C)=O)C(=O)NCc1ccccc1
294,295,COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O
295,296,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1
296,297,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
297,298,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
298,299,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
299,300,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
300,301,COc1c2occc2cc2ccc(=O)oc12
301,302,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
302,303,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
303,304,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C
304,305,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
305,306,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
306,307,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
307,308,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
308,309,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
309,310,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
310,311,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1
311,312,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
312,313,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
313,314,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
314,315,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2
315,316,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
316,317,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
317,318,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
318,319,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
319,320,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
320,321,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
321,322,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
322,323,COc1ccc(C(=O)N2CCCC2=O)cc1
323,324,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
324,325,COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1
325,326,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
326,327,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
327,328,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
328,329,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC
329,330,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
330,331,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
331,332,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
332,333,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
333,334,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1
334,335,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
335,336,COc1ccc2cc(C(C)C(=O)O)ccc2c1
336,337,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
337,338,COc1ccc2cccc(CCNC(C)=O)c2c1
338,339,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
339,340,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
340,341,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1
341,342,COc1ccccc1OCC(O)COC(N)=O
342,343,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
343,344,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
344,345,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O
345,346,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
346,347,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
347,348,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
348,349,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
349,350,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
350,351,C[C@@H](N)C1CCC(C(=O)Nc2ccncc2)CC1
351,352,C[N+](C)(C)CC(=O)O
352,353,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
353,354,C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12
354,355,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
355,356,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12
356,357,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
357,358,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
358,359,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1
359,360,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
360,361,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
361,362,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
362,363,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C
363,364,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1
364,365,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
365,366,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
366,367,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
367,368,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
368,369,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1
369,370,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
370,371,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
371,372,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
372,373,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
373,374,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
374,375,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1
375,376,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
376,377,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
377,378,Cc1ccccc1C(OCCN(C)C)c1ccccc1
378,379,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
379,380,Cc1ccccn1.[Pt+2]
380,381,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
381,382,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
382,383,Cc1cn[nH]c1
383,384,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
384,385,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
385,386,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1
386,387,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
387,388,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
388,389,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
389,390,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
390,391,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
391,392,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1
392,393,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
393,394,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
394,395,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
395,396,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
396,397,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
397,398,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
398,399,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
399,400,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
400,401,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
401,402,Clc1ccc2nsnc2c1NC1=NCCN1
402,403,Clc1cccc(Cl)c1NC1=NCCN1
403,404,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
404,405,Clc1ccccc1CN1CCc2sccc2C1
405,406,Cn1c(=O)c2[nH]cnc2n(C)c1=O
406,407,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
407,408,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
408,409,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
409,410,Cn1cnc2c1c(=O)[nH]c(=O)n2C
410,411,Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C
411,412,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1
412,413,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
413,414,N#CC(=C(O)c1ccc(Cl)cc1Cl)c1nc2cc(Cl)ccc2c(=O)[nH]1
414,415,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2
415,416,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
416,417,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
417,418,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
418,419,N=c1nc(N2CCCCC2)cc(N)n1O
419,420,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1
420,421,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
421,422,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
422,423,NC(=O)NO
423,424,NC(=O)OCC(COC(N)=O)c1ccccc1
424,425,NC(=O)c1cccnc1
425,426,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
426,427,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
427,428,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
428,429,NC(Cc1ccc(O)c(O)c1)C(=O)O
429,430,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N
430,431,NC(N)=NC(N)=NCCc1ccccc1
431,432,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
432,433,NC12CC3CC(CC(C3)C1)C2
433,434,NC1CC1c1ccccc1
434,435,NC1CONC1=O
435,436,NCC(O)c1ccc(O)c(O)c1
436,437,NCC1(CC(=O)O)CCCCC1
437,438,NCC1CCC(C(=O)O)CC1
438,439,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
439,440,NCCCCCC(=O)O
440,441,NCCCCNCCCN
441,442,NCCCNCCSP(=O)(O)O
442,443,NCCc1ccc(O)c(O)c1
443,444,NCCc1cnc[nH]1
444,445,NNC(=O)c1ccncc1
445,446,NNCCc1ccccc1
446,447,NNc1nncc2ccccc12
447,448,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
448,449,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
449,450,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
450,451,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
451,452,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
452,453,Nc1[nH]c(=O)ncc1F
453,454,Nc1c2c(nc3ccccc13)CCCC2
454,455,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
455,456,Nc1ccc(S(N)(=O)=O)cc1
456,457,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
457,458,Nc1ccn(C2CCC(CO)O2)c(=O)n1
458,459,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
459,460,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1
460,461,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
461,462,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
462,463,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
463,464,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O
464,465,Nc1nc2ccc(OC(F)(F)F)cc2s1
465,466,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1
466,467,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1
467,468,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1
468,469,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
469,470,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
470,471,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
471,472,O=C(CCCCCCC(=O)Nc1ccccc1)NO
472,473,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
473,474,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
474,475,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
475,476,O=C(NC1CCNCC1)c1[nH]ncc1NC(=O)c1c(Cl)cccc1Cl
476,477,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
477,478,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
478,479,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
479,480,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
480,481,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
481,482,O=C(O)C1=CC(=NNc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
482,483,O=C(O)CCCc1c[nH]c2ccccc12
483,484,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1
484,485,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
485,486,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
486,487,O=C(O)c1ccc2cc(-c3ccc(O)c(C45CC6CC(CC(C6)C4)C5)c3)ccc2c1
487,488,O=C(O)c1cccnc1
488,489,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
489,490,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
490,491,O=C([O-])CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
491,492,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl
492,493,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
493,494,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
494,495,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1
495,496,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21
496,497,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
497,498,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
498,499,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
499,500,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
500,501,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
501,502,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
502,503,O=C1N=c2ccc(Cl)cc2=C(NC2CN3CCC2CC3)C1=C1Nc2ccccc2N1
503,504,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
504,505,O=NN(CCCl)C(=O)NC1CCCCC1
505,506,O=NN(CCCl)C(=O)NCCCl
506,507,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
507,508,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O
508,509,O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12
509,510,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
510,511,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
511,512,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
512,513,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
513,514,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
514,515,O=c1[nH]cc(F)c(=O)[nH]1
515,516,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
516,517,O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12
517,518,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
518,519,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
519,520,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
520,521,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
521,522,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
522,523,O=c1cccc2n1CC1CNCC2C1
523,524,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
524,525,O=c1nc[nH]c2c1ncn2C1CCC(CO)O1
525,526,O=c1ncnc2[nH][nH]cc1-2
526,527,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
527,528,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
528,529,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
529,530,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
530,531,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
531,532,OCC1OC(n2cnc3c2NC=NCC3O)CC1O
532,533,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
533,534,OCCN1CC(O)C(O)C(O)C1CO
534,535,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
535,536,Oc1c(Cl)cc(Cl)c2cccnc12
536,537,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1
537,538,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
538,539,Oc1ccc(C2Oc3ccc(O)cc3C3CCCC32)cc1
539,540,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
540,541,Oc1ccc(OCc2ccccc2)cc1
541,542,S=c1nc[nH]c2nc[nH]c12
542,543,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
543,544,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
544,545,c1ccc(C2CN3CCSC3=N2)cc1
545,546,c1ccc2[nH]c(-c3cscn3)nc2c1
546,547,c1cnc2cc3c(cc2n1)C1CNCC3C1
547,548,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CCCCC3)c2[nH]1
